block_id	chrom	start_pos	end_pos	number_of_mutations	number_of_patients	mutation_distribution	region_names
block_2516_11_16895697_16895697	11	16895672	16895721	1	1	1	chr11:mr6739:hypo:D
block_2515_11_16790935_16790935	11	16790910	16790959	1	1	1	chr11:mr6673:mix:U
block_2514_11_15795454_15795454	11	15795429	15795478	1	1	1	chr11:mr6449:hypo:D
block_2513_11_15708680_15708680	11	15708655	15708704	1	1	1	chr11:mr6421:mix:U
block_2512_11_14634902_14634902	11	14634877	14634926	1	1	1	chr11:mr6107:hypo:D
block_2527_11_19642796_19642889	11	19642771	19642913	2	1	2	chr11:mr8100:mix:U
block_2529_11_19835754_19835754	11	19835729	19835778	1	1	1	chr11:mr8209:hypo:D
block_2546_11_28628801_28628801	11	28628776	28628825	1	1	1	chr11:mr10109:mix:U
block_2530_11_19891526_19891526	11	19891501	19891550	1	1	1	chr11:mr8239:mix:U
block_2545_11_27843527_27843527	11	27843502	27843551	1	1	1	chr11:mr9957:mix:U
block_2544_11_27602536_27602536	11	27602511	27602560	1	1	1	chr11:mr9880:mix:U
block_2543_11_27178440_27178644	11	27178415	27178668	2	1	2	chr11:mr9724:mix:U
block_2542_11_26719280_26719280	11	26719255	26719304	1	1	1	chr11:mr9640:hypo:D
block_2541_11_26143483_26143483	11	26143458	26143507	1	1	1	chr11:mr9513:mix:U
block_2540_11_24791481_24791481	11	24791456	24791505	1	1	1	chr11:mr9301:mix:U
block_2539_11_24676049_24676050	11	24676024	24676074	2	1	2	chr11:mr9278:mix:U
block_2538_11_24518862_24518862	11	24518837	24518886	1	1	1	chr11:mr9254:mix:D
block_2537_11_23964116_23964116	11	23964091	23964140	1	1	1	chr11:mr9180:hypo:D
block_2536_11_23740246_23740246	11	23740221	23740270	1	1	1	chr11:mr9145:mix:U
block_2535_11_23701201_23701201	11	23701176	23701225	1	1	1	chr11:mr9139:hypo:D
block_2534_11_22059207_22059207	11	22059182	22059231	1	1	1	chr11:mr8880:mix:U
block_2533_11_21987504_21987504	11	21987479	21987528	1	1	1	chr11:mr8867:hypo:D
block_2532_11_21696277_21696277	11	21696252	21696301	1	1	1	chr11:mr8835:hypo:D
block_2531_11_20155337_20155337	11	20155312	20155361	1	1	1	chr11:mr8407:hypo:D
block_2586_11_44767632_44767632	11	44767607	44767656	1	1	1	chr11:mr15092:mix:U
block_2587_11_44776830_44776830	11	44776805	44776854	1	1	1	chr11:mr15096:hypo:D
block_2588_11_44798055_44798055	11	44798030	44798079	1	1	1	chr11:mr15107:hypo:D
block_2644_11_63917570_63917570	11	63917545	63917594	1	1	1	chr11:mr21687:mix:U
block_2642_11_63880110_63880110	11	63880085	63880134	1	1	1	chr11:mr21675:hypo:D
block_2641_11_63865120_63865120	11	63865095	63865144	1	1	1	chr11:mr21671:mix:U
block_2640_11_63860175_63860175	11	63860150	63860199	1	1	1	chr11:mr21670:mix:D
block_2639_11_63760238_63760238	11	63760213	63760262	1	1	1	chr11:mr21631:mix:U
block_2638_11_63548633_63548633	11	63548608	63548657	1	1	1	chr11:mr21501:mix:U
block_2637_11_63325785_63325785	11	63325760	63325809	1	1	1	chr11:mr21353:hypo:D
block_2636_11_63280535_63280535	11	63280510	63280559	1	1	1	chr11:mr21327:mix:U
block_2635_11_62830534_62830534	11	62830509	62830558	1	1	1	chr11:mr21199:mix:U
block_2634_11_62653183_62653183	11	62653158	62653207	1	1	1	chr11:mr21092:mix:U
block_2633_11_62537028_62537028	11	62537003	62537052	1	1	1	chr11:mr21019:mix:U
block_2632_11_62443557_62443557	11	62443532	62443581	1	1	1	chr11:mr20959:hypo:D
block_2631_11_62399688_62399688	11	62399663	62399712	1	1	1	chr11:mr20929:mix:U
block_2630_11_61779587_61779587	11	61779562	61779611	1	1	1	chr11:mr20547:mix:U
block_2629_11_61732866_61732866	11	61732841	61732890	1	1	1	chr11:mr20517:hyper:D
block_2628_11_61541491_61541491	11	61541466	61541515	1	1	1	chr11:mr20423:mix:U
block_2643_11_63907287_63907287	11	63907262	63907311	1	1	1	chr11:mr21684:hypo:D
block_2645_11_64042649_64042649	11	64042624	64042673	1	1	1	chr11:mr21745:hypo:D
block_2626_11_61124471_61124471	11	61124446	61124495	1	1	1	chr11:mr20162:hyper:D
block_2646_11_64325522_64325522	11	64325497	64325546	1	1	1	chr11:mr21895:mix:U
block_2661_11_67241486_67241486	11	67241461	67241510	1	1	1	chr11:mr23550:hypo:D
block_2660_11_67164531_67164531	11	67164506	67164555	1	1	1	chr11:mr23526:mix:U
block_2659_11_67145389_67145389	11	67145364	67145413	1	1	1	chr11:mr23518:mix:U
block_2658_11_67086017_67086017	11	67085992	67086041	1	1	1	chr11:mr23476:mix:U
block_2657_11_66923464_66923464	11	66923439	66923488	1	1	1	chr11:mr23385:mix:U
block_2656_11_66420435_66420435	11	66420410	66420459	1	1	1	chr11:mr23086:hypo:D
block_2655_11_66175485_66175485	11	66175460	66175509	1	1	1	chr11:mr22938:mix:U
block_2654_11_66133688_66133688	11	66133663	66133712	1	1	1	chr11:mr22903:hypo:D
block_2653_11_65673016_65673016	11	65672991	65673040	1	1	1	chr11:mr22641:hypo:D
block_2652_11_65548157_65548157	11	65548132	65548181	1	1	1	chr11:mr22580:mix:U
block_2651_11_65385248_65385248	11	65385223	65385272	1	1	1	chr11:mr22489:mix:U
block_2650_11_65252988_65252988	11	65252963	65253012	1	1	1	chr11:mr22414:hypo:D
block_2649_11_64844224_64844224	11	64844199	64844248	1	1	1	chr11:mr22183:mix:U
block_2648_11_64572569_64572569	11	64572544	64572593	1	1	1	chr11:mr22037:hyper:D
block_2647_11_64530625_64530625	11	64530600	64530649	1	1	1	chr11:mr22011:mix:D
block_2627_11_61422138_61422138	11	61422113	61422162	1	1	1	chr11:mr20357:mix:U
block_2625_11_60893766_60893766	11	60893741	60893790	1	1	1	chr11:mr20038:mix:U
block_2589_11_44809635_44809635	11	44809610	44809659	1	1	1	chr11:mr15117:hyper:D
block_2606_11_48963216_48963216	11	48963191	48963240	1	1	1	chr11:mr17321:mix:U
block_2604_11_47789527_47789527	11	47789502	47789551	1	1	1	chr11:mr16831:mix:U
block_2603_11_47611279_47611279	11	47611254	47611303	1	1	1	chr11:mr16716:hyper:D
block_2602_11_47431968_47431968	11	47431943	47431992	1	1	1	chr11:mr16605:hypo:D
block_2601_11_47356954_47356954	11	47356929	47356978	1	1	1	chr11:mr16561:hypo:D
block_2600_11_47286517_47286517	11	47286492	47286541	1	1	1	chr11:mr16526:mix:U
block_2599_11_47221250_47221250	11	47221225	47221274	1	1	1	chr11:mr16487:hypo:D
block_2598_11_46626925_46626925	11	46626900	46626949	1	1	1	chr11:mr16142:mix:U
block_2597_11_46479129_46479129	11	46479104	46479153	1	1	1	chr11:mr16041:hypo:D
block_2596_11_46418850_46418850	11	46418825	46418874	1	1	1	chr11:mr16004:mix:U
block_2595_11_46332068_46332068	11	46332043	46332092	1	1	1	chr11:mr15961:hypo:D
block_2594_11_46215827_46215827	11	46215802	46215851	1	1	1	chr11:mr15892:mix:U
block_2593_11_45959680_45959680	11	45959655	45959704	1	1	1	chr11:mr15768:mix:U
block_2592_11_45606131_45606131	11	45606106	45606155	1	1	1	chr11:mr15566:hypo:D
block_2591_11_45436034_45436034	11	45436009	45436058	1	1	1	chr11:mr15460:hypo:D
block_2590_11_45075409_45075409	11	45075384	45075433	1	1	1	chr11:mr15269:hyper:D
block_2605_11_47939652_47939652	11	47939627	47939676	1	1	1	chr11:mr16936:hyper:D
block_2607_11_49165973_49165973	11	49165948	49165997	1	1	1	chr11:mr17381:mix:U
block_2624_11_60763784_60763784	11	60763759	60763808	1	1	1	chr11:mr19962:hypo:D
block_2608_11_50671443_50671443	11	50671418	50671467	1	1	1	chr11:mr17731:mix:U
block_2623_11_60709824_60709824	11	60709799	60709848	1	1	1	chr11:mr19923:mix:U
block_2622_11_60682788_60682788	11	60682763	60682812	1	1	1	chr11:mr19910:hypo:D
block_2621_11_60633581_60633581	11	60633556	60633605	1	1	1	chr11:mr19885:hypo:D
block_2620_11_60540955_60540955	11	60540930	60540979	1	1	1	chr11:mr19831:hypo:D
block_2619_11_59935257_59935257	11	59935232	59935281	1	1	1	chr11:mr19616:mix:D
block_2618_11_59876137_59876137	11	59876112	59876161	1	1	1	chr11:mr19598:hypo:D
block_2617_11_59761388_59761388	11	59761363	59761412	1	1	1	chr11:mr19554:mix:U
block_2616_11_59497960_59497960	11	59497935	59497984	1	1	1	chr11:mr19444:mix:U
block_2615_11_59334928_59334928	11	59334903	59334952	1	1	1	chr11:mr19363:mix:U
block_2614_11_57304724_57304724	11	57304699	57304748	1	1	1	chr11:mr18582:mix:U
block_2613_11_57282304_57282304	11	57282279	57282328	1	1	1	chr11:mr18566:hyper:D
block_2612_11_57186743_57186743	11	57186718	57186767	1	1	1	chr11:mr18505:mix:U
block_2611_11_57056800_57056800	11	57056775	57056824	1	1	1	chr11:mr18434:mix:U
block_2610_11_56170944_56170944	11	56170919	56170968	1	1	1	chr11:mr18170:mix:U
block_2609_11_55288210_55288210	11	55288185	55288234	1	1	1	chr11:mr18004:mix:U
block_2817_11_118579178_118579178	11	118579153	118579202	1	1	1	chr11:mr41954:mix:D
block_2819_11_118715121_118715121	11	118715096	118715145	1	1	1	chr11:mr42046:mix:U
block_3126_12_68934173_68934173	12	68934148	68934197	1	1	1	chr12:mr25707:mix:U
block_3022_12_29120922_29120922	12	29120897	29120946	1	1	1	chr12:mr11594:hypo:D
block_3029_12_31791963_31791963	12	31791938	31791987	1	1	1	chr12:mr12639:hyper:D
block_3028_12_31557943_31557943	12	31557918	31557967	1	1	1	chr12:mr12500:mix:D
block_3027_12_30994973_30994973	12	30994948	30994997	1	1	1	chr12:mr12185:hypo:D
block_3026_12_30685637_30685637	12	30685612	30685661	1	1	1	chr12:mr12066:hypo:D
block_3025_12_29930322_29930322	12	29930297	29930346	1	1	1	chr12:mr11856:mix:U
block_3024_12_29889594_29889594	12	29889569	29889618	1	1	1	chr12:mr11840:hypo:D
block_3023_12_29757351_29757351	12	29757326	29757375	1	1	1	chr12:mr11786:mix:U
block_3021_12_29104397_29104397	12	29104372	29104421	1	1	1	chr12:mr11591:mix:U
block_3050_12_40597592_40597592	12	40597567	40597616	1	1	1	chr12:mr14454:mix:U
block_3020_12_27745100_27745100	12	27745075	27745124	1	1	1	chr12:mr11247:hypo:D
block_3019_12_26999681_26999682	12	26999656	26999706	2	1	2	chr12:mr10935:hyper:D
block_3018_12_26689339_26689339	12	26689314	26689363	1	1	1	chr12:mr10816:mix:U
block_3017_12_26262415_26262415	12	26262390	26262439	1	1	1	chr12:mr10653:hypo:D
block_3016_12_26121282_26121282	12	26121257	26121306	1	1	1	chr12:mr10595:mix:U
block_3015_12_26038703_26038703	12	26038678	26038727	1	1	1	chr12:mr10554:mix:U
block_3014_12_25879966_25879966	12	25879941	25879990	1	1	1	chr12:mr10499:mix:U
block_3030_12_31794524_31794524	12	31794499	31794548	1	1	1	chr12:mr12641:hypo:D
block_3031_12_31886900_31886900	12	31886875	31886924	1	1	1	chr12:mr12702:mix:U
block_3032_12_32029442_32029442	12	32029417	32029466	1	1	1	chr12:mr12792:hypo:D
block_3033_12_32166037_32166037	12	32166012	32166061	1	1	1	chr12:mr12891:mix:U
block_3048_12_39521582_39521582	12	39521557	39521606	1	1	1	chr12:mr14183:hypo:D
block_3047_12_39465674_39465674	12	39465649	39465698	1	1	1	chr12:mr14170:hypo:D
block_3046_12_39442062_39442062	12	39442037	39442086	1	1	1	chr12:mr14159:mix:U
block_3045_12_38552480_38552480	12	38552455	38552504	1	1	1	chr12:mr13994:mix:U
block_3044_12_38479745_38479745	12	38479720	38479769	1	1	1	chr12:mr13960:hypo:D
block_3043_12_37934202_37934202	12	37934177	37934226	1	1	1	chr12:mr13844:mix:U
block_3042_12_34519855_34519855	12	34519830	34519879	1	1	1	chr12:mr13755:mix:U
block_3041_12_34514654_34514654	12	34514629	34514678	1	1	1	chr12:mr13754:mix:U
block_3040_12_34509908_34509908	12	34509883	34509932	1	1	1	chr12:mr13754:mix:U
block_3039_12_34507518_34507518	12	34507493	34507542	1	1	1	chr12:mr13754:mix:U
block_3038_12_34484488_34484488	12	34484463	34484512	1	1	1	chr12:mr13752:mix:U
block_3037_12_34455769_34455769	12	34455744	34455793	1	1	1	chr12:mr13751:mix:U
block_3036_12_34372578_34372578	12	34372553	34372602	1	1	1	chr12:mr13720:hyper:D
block_3035_12_32526538_32526538	12	32526513	32526562	1	1	1	chr12:mr13134:hyper:D
block_3034_12_32455128_32455128	12	32455103	32455152	1	1	1	chr12:mr13085:hyper:D
block_3013_12_25843159_25843159	12	25843134	25843183	1	1	1	chr12:mr10484:mix:U
block_3012_12_25183563_25183563	12	25183538	25183587	1	1	1	chr12:mr10230:mix:U
block_3011_12_25157440_25157440	12	25157415	25157464	1	1	1	chr12:mr10217:hyper:D
block_2992_12_15114224_15114224	12	15114199	15114248	1	1	1	chr12:mr7599:mix:U
block_2990_12_14730000_14730000	12	14729975	14730024	1	1	1	chr12:mr7440:hyper:D
block_2989_12_14043382_14043382	12	14043357	14043406	1	1	1	chr12:mr7129:mix:U
block_2988_12_13937110_13937241	12	13937085	13937265	2	1	2	chr12:mr7082:mix:U
block_2987_12_13685769_13685769	12	13685744	13685793	1	1	1	chr12:mr6996:hypo:D
block_2986_12_13444435_13444435	12	13444410	13444459	1	1	1	chr12:mr6910:mix:U
block_2985_12_13429643_13429643	12	13429618	13429667	1	1	1	chr12:mr6903:hypo:D
block_2984_12_13306246_13306246	12	13306221	13306270	1	1	1	chr12:mr6826:hypo:D
block_2983_12_12871077_12871077	12	12871052	12871101	1	1	1	chr12:mr6557:mix:U
block_2982_12_12724500_12724500	12	12724475	12724524	1	1	1	chr12:mr6474:mix:U
block_2981_12_12001223_12001223	12	12001198	12001247	1	1	1	chr12:mr6043:mix:U
block_2980_12_11820326_11820326	12	11820301	11820350	1	1	1	chr12:mr5919:hyper:D
block_2979_12_10875398_10875398	12	10875373	10875422	1	1	1	chr12:mr5651:mix:U
block_2978_12_10823738_10823738	12	10823713	10823762	1	1	1	chr12:mr5628:mix:U
block_2977_12_10548679_10548679	12	10548654	10548703	1	1	1	chr12:mr5555:hypo:D
block_2976_12_10377079_10377079	12	10377054	10377103	1	1	1	chr12:mr5487:hypo:D
block_2991_12_14905741_14905741	12	14905716	14905765	1	1	1	chr12:mr7523:mix:U
block_2993_12_16586283_16586283	12	16586258	16586307	1	1	1	chr12:mr8024:hypo:D
block_3010_12_25027032_25027032	12	25027007	25027056	1	1	1	chr12:mr10145:mix:U
block_2994_12_16658516_16658516	12	16658491	16658540	1	1	1	chr12:mr8038:hypo:D
block_3009_12_23406278_23406278	12	23406253	23406302	1	1	1	chr12:mr9716:mix:U
block_3008_12_23136068_23136068	12	23136043	23136092	1	1	1	chr12:mr9661:hypo:D
block_3007_12_22486853_22486853	12	22486828	22486877	1	1	1	chr12:mr9465:mix:U
block_3006_12_21948473_21948473	12	21948448	21948497	1	1	1	chr12:mr9314:hypo:D
block_3005_12_20740070_20740070	12	20740045	20740094	1	1	1	chr12:mr9042:mix:U
block_3004_12_19870217_19870217	12	19870192	19870241	1	1	1	chr12:mr8826:mix:U
block_3003_12_19758981_19758981	12	19758956	19759005	1	1	1	chr12:mr8779:mix:U
block_3002_12_19558110_19558110	12	19558085	19558134	1	1	1	chr12:mr8665:mix:U
block_3001_12_19163595_19163595	12	19163570	19163619	1	1	1	chr12:mr8500:hypo:D
block_3000_12_18526571_18526571	12	18526546	18526595	1	1	1	chr12:mr8362:mix:U
block_2999_12_18360933_18360933	12	18360908	18360957	1	1	1	chr12:mr8334:mix:U
block_2998_12_18349397_18349500	12	18349372	18349524	3	1	3	chr12:mr8328:hypo:D
block_2997_12_17660925_17660925	12	17660900	17660949	1	1	1	chr12:mr8208:hypo:D
block_2996_12_17631218_17631218	12	17631193	17631242	1	1	1	chr12:mr8204:hyper:D
block_2995_12_17152392_17152392	12	17152367	17152416	1	1	1	chr12:mr8125:mix:U
block_3049_12_39540189_39540189	12	39540164	39540213	1	1	1	chr12:mr14188:mix:U
block_3051_12_42171695_42171695	12	42171670	42171719	1	1	1	chr12:mr14771:mix:U
block_2820_11_118818892_118818892	11	118818867	118818916	1	1	1	chr11:mr42122:mix:U
block_3099_12_57498345_57498345	12	57498320	57498369	1	1	1	chr12:mr22038:mix:U
block_3106_12_59511106_59511106	12	59511081	59511130	1	1	1	chr12:mr22874:mix:U
block_3105_12_59294840_59294840	12	59294815	59294864	1	1	1	chr12:mr22815:hypo:D
block_3104_12_58714808_58714808	12	58714783	58714832	1	1	1	chr12:mr22654:mix:U
block_3103_12_58480997_58480997	12	58480972	58481021	1	1	1	chr12:mr22580:mix:U
block_3102_12_57549248_57549248	12	57549223	57549272	1	1	1	chr12:mr22073:hypo:D
block_3101_12_57539363_57539363	12	57539338	57539387	1	1	1	chr12:mr22068:hypo:D
block_3100_12_57529030_57529030	12	57529005	57529054	1	1	1	chr12:mr22062:hypo:D
block_3701_8_76550431_76550431	8	76550406	76550455	1	1	1	chr8:mr30219:hypo:D
block_3052_12_42322399_42322399	12	42322374	42322423	1	1	1	chr12:mr14814:mix:U
block_3097_12_57146324_57146324	12	57146299	57146348	1	1	1	chr12:mr21862:mix:U
block_3096_12_57145484_57145484	12	57145459	57145508	1	1	1	chr12:mr21862:mix:U
block_3095_12_57139773_57139773	12	57139748	57139797	1	1	1	chr12:mr21858:mix:U
block_3094_12_56956678_56956678	12	56956653	56956702	1	1	1	chr12:mr21734:mix:U
block_3093_12_56454447_56454447	12	56454422	56454471	1	1	1	chr12:mr21386:hypo:D
block_3092_12_55632496_55632496	12	55632471	55632520	1	1	1	chr12:mr21001:mix:U
block_3091_12_54983113_54983113	12	54983088	54983137	1	1	1	chr12:mr20780:hyper:D
block_3107_12_59924749_59924749	12	59924724	59924773	1	1	1	chr12:mr22942:mix:U
block_3108_12_60629660_60629660	12	60629635	60629684	1	1	1	chr12:mr23049:hypo:D
block_3109_12_62257845_62257845	12	62257820	62257869	1	1	1	chr12:mr23288:hypo:D
block_3110_12_62436209_62436209	12	62436184	62436233	1	1	1	chr12:mr23315:mix:U
block_3125_12_68833990_68833990	12	68833965	68834014	1	1	1	chr12:mr25658:mix:U
block_3124_12_68547530_68547530	12	68547505	68547554	1	1	1	chr12:mr25527:mix:U
block_3123_12_68092682_68092682	12	68092657	68092706	1	1	1	chr12:mr25371:mix:U
block_3122_12_67808650_67808650	12	67808625	67808674	1	1	1	chr12:mr25273:hypo:D
block_3121_12_67318606_67318606	12	67318581	67318630	1	1	1	chr12:mr25109:mix:U
block_3120_12_66990746_66990746	12	66990721	66990770	1	1	1	chr12:mr25022:mix:U
block_3119_12_66787788_66787788	12	66787763	66787812	1	1	1	chr12:mr24955:hypo:D
block_3118_12_66181841_66181841	12	66181816	66181865	1	1	1	chr12:mr24721:mix:U
block_3117_12_65537395_65537494	12	65537370	65537518	2	1	2	chr12:mr24517:hypo:D
block_3116_12_65028435_65028435	12	65028410	65028459	1	1	1	chr12:mr24299:mix:U
block_3115_12_64756258_64756258	12	64756233	64756282	1	1	1	chr12:mr24132:mix:U
block_3114_12_64375908_64375908	12	64375883	64375932	1	1	1	chr12:mr23953:mix:U
block_3113_12_64288904_64288904	12	64288879	64288928	1	1	1	chr12:mr23912:hypo:D
block_3112_12_63396335_63396335	12	63396310	63396359	1	1	1	chr12:mr23660:hypo:D
block_3111_12_63326673_63326673	12	63326648	63326697	1	1	1	chr12:mr23631:mix:U
block_3090_12_54604867_54604867	12	54604842	54604891	1	1	1	chr12:mr20550:mix:U
block_3089_12_54595262_54595262	12	54595237	54595286	1	1	1	chr12:mr20542:hypo:D
block_3088_12_53836057_53836057	12	53836032	53836081	1	1	1	chr12:mr20096:mix:U
block_3069_12_49244480_49244480	12	49244455	49244504	1	1	1	chr12:mr17186:mix:U
block_3067_12_48099138_48099138	12	48099113	48099162	1	1	1	chr12:mr16585:mix:U
block_3066_12_48018927_48018927	12	48018902	48018951	1	1	1	chr12:mr16558:mix:U
block_3065_12_47878698_47878698	12	47878673	47878722	1	1	1	chr12:mr16497:hypo:D
block_3064_12_47633308_47633308	12	47633283	47633332	1	1	1	chr12:mr16388:mix:U
block_3063_12_46837150_46837150	12	46837125	46837174	1	1	1	chr12:mr16154:mix:U
block_3062_12_46561121_46561121	12	46561096	46561145	1	1	1	chr12:mr16053:mix:U
block_3061_12_45991001_45991001	12	45990976	45991025	1	1	1	chr12:mr15869:hypo:D
block_3060_12_45546548_45546548	12	45546523	45546572	1	1	1	chr12:mr15710:mix:U
block_3059_12_45436360_45436360	12	45436335	45436384	1	1	1	chr12:mr15683:hypo:D
block_3058_12_43129891_43129891	12	43129866	43129915	1	1	1	chr12:mr15160:hypo:D
block_3057_12_43034007_43034007	12	43033982	43034031	1	1	1	chr12:mr15125:hypo:D
block_3056_12_43004830_43004830	12	43004805	43004854	1	1	1	chr12:mr15114:mix:U
block_3055_12_42862841_42862841	12	42862816	42862865	1	1	1	chr12:mr15038:hyper:D
block_3054_12_42681134_42681134	12	42681109	42681158	1	1	1	chr12:mr14956:mix:U
block_3053_12_42605244_42605244	12	42605219	42605268	1	1	1	chr12:mr14920:mix:U
block_3068_12_48356030_48356030	12	48356005	48356054	1	1	1	chr12:mr16740:hypo:D
block_3070_12_49253743_49253743	12	49253718	49253767	1	1	1	chr12:mr17192:mix:U
block_3087_12_53078439_53078439	12	53078414	53078463	1	1	1	chr12:mr19589:hypo:D
block_3071_12_49360860_49360860	12	49360835	49360884	1	1	1	chr12:mr17265:hypo:D
block_3086_12_53065908_53065908	12	53065883	53065932	1	1	1	chr12:mr19577:mix:U
block_3085_12_52594470_52594470	12	52594445	52594494	1	1	1	chr12:mr19294:hypo:D
block_3084_12_52362931_52362931	12	52362906	52362955	1	1	1	chr12:mr19150:mix:U
block_3083_12_51718097_51718097	12	51718072	51718121	1	1	1	chr12:mr18804:mix:U
block_3082_12_51110679_51110679	12	51110654	51110703	1	1	1	chr12:mr18417:mix:U
block_3081_12_50965079_50965079	12	50965054	50965103	1	1	1	chr12:mr18324:mix:U
block_3080_12_50560741_50560741	12	50560716	50560765	1	1	1	chr12:mr18040:mix:U
block_3079_12_50196877_50196877	12	50196852	50196901	1	1	1	chr12:mr17813:mix:U
block_3078_12_50068775_50068775	12	50068750	50068799	1	1	1	chr12:mr17728:mix:U
block_3077_12_49944690_49944690	12	49944665	49944714	1	1	1	chr12:mr17642:mix:U
block_3076_12_49848526_49848526	12	49848501	49848550	1	1	1	chr12:mr17581:mix:U
block_3075_12_49628265_49628265	12	49628240	49628289	1	1	1	chr12:mr17437:hyper:D
block_3074_12_49445896_49445896	12	49445871	49445920	1	1	1	chr12:mr17315:hypo:D
block_3073_12_49441749_49441749	12	49441724	49441773	1	1	1	chr12:mr17314:mix:U
block_3072_12_49382350_49382350	12	49382325	49382374	1	1	1	chr12:mr17277:mix:U
block_2975_12_10264692_10264692	12	10264667	10264716	1	1	1	chr12:mr5419:mix:U
block_2974_12_9801550_9801550	12	9801525	9801574	1	1	1	chr12:mr5256:mix:U
block_2973_12_9151060_9151060	12	9151035	9151084	1	1	1	chr12:mr5011:mix:U
block_2868_11_128586521_128586521	11	128586496	128586545	1	1	1	chr11:mr47043:mix:U
block_2875_11_130013401_130013401	11	130013376	130013425	1	1	1	chr11:mr47773:mix:U
block_2874_11_129708156_129708156	11	129708131	129708180	1	1	1	chr11:mr47564:mix:U
block_2873_11_129706787_129706787	11	129706762	129706811	1	1	1	chr11:mr47562:hypo:D
block_2872_11_129678326_129678326	11	129678301	129678350	1	1	1	chr11:mr47547:mix:U
block_2871_11_129296213_129296213	11	129296188	129296237	1	1	1	chr11:mr47369:mix:U
block_2870_11_129191297_129191297	11	129191272	129191321	1	1	1	chr11:mr47310:hypo:D
